text,source,text_clean,label
sangat bagus membantu sekali,PlayStore,sangat bagus membantu sekali,2
mahal dan berbayar,PlayStore,mahal dan berbayar,1
segala premium,PlayStore,segala premium,1
"HALO KALIAN , YANG DOWNLOAD GETCONTACT HATI HATI YAHH, JANGAN SAMPE GETCONTACT NYA DI JADIKAN DEFAULT PESAN ATAU PANGGILAN , KARENA ITUH MENJEBOL PAKET DATA KALIAN YANG BARU BELI PAKET, KARENA AKU UDAH PERNAH KENA , JADI AKU PERINGATKAN JANGAN DOWNLOAD GETCONTACT, SAYA SANGAT MENYESALI NYA",PlayStore,halo kalian  yang download getcontact hati hati yahh jangan sampe getcontact nya di jadikan default pesan atau panggilan  karena ituh menjebol paket data kalian yang baru beli paket karena aku udah pernah kena  jadi aku peringatkan jangan download getcontact saya sangat menyesali nya,1
serba duit bru bisa kepake,PlayStore,serba duit bru bisa kepake,1
cek tagbayar,PlayStore,cek tagbayar,1
"aplikasi rusak,bukannya dibenerin apa yang dikeluhin para user malah kaga digubris,stuck di kode otp yang kaga masuk masuk karna penulisan nomer telpon sudah bener pas mau verif malah nomernya salah,hadeh goblog nya ini para para pengelola getcontact,satu kata buat kalian ,dongo",PlayStore,aplikasi rusakbukannya dibenerin apa yang dikeluhin para user malah kaga digubrisstuck di kode otp yang kaga masuk masuk karna penulisan nomer telpon sudah bener pas mau verif malah nomernya salahhadeh goblog nya ini para para pengelola getcontactsatu kata buat kalian dongo,1
"sangat membantu untuk mengetahui siapa yang mencoba mau menipu,,,sangat puas dengan aplikasi ini",PlayStore,sangat membantu untuk mengetahui siapa yang mencoba mau menipusangat puas dengan aplikasi ini,2
"tolong dong balikin dana gue, masa langsung ketarik tanpa konfirmasi",PlayStore,tolong dong balikin dana gue masa langsung ketarik tanpa konfirmasi,1
"Kenapa sekarang harus berlangganan baru bisa lihat semua tag?? aplikasi ini juga tidak setiap jam/hari digunakan, malah harus berlangganan. Dulu aja bisa gratis, hanya beberapa fitur saja yang harus berlangganan.",PlayStore,kenapa sekarang harus berlangganan baru bisa lihat semua tag aplikasi ini juga tidak setiap jamhari digunakan malah harus berlangganan dulu aja bisa gratis hanya beberapa fitur saja yang harus berlangganan,1
buruk sekali smua MW bayar,PlayStore,buruk sekali smua mw bayar,0
Mudah-mudahan bisa dipercaya selama tidak ada ngangguan macam-macam.,PlayStore,mudahmudahan bisa dipercaya selama tidak ada ngangguan macammacam,1
sekarang klau liat tag harus bayar,PlayStore,sekarang klau liat tag harus bayar,1
TIDAK BISA DIANDALKAN SAMA SEKALI. SEMUA HARUS BAYAR DAN SERBA PREMIUM..SANGAT TIDAK REKOMEN,PlayStore,tidak bisa diandalkan sama sekali semua harus bayar dan serba premiumsangat tidak rekomen,1
berbayar buat apa masih ngabis2in ruang,PlayStore,berbayar buat apa masih ngabisin ruang,1
mmntaf,PlayStore,mmntaf,1
"apa apaaan udh lama ga make getcontact pas make lagi malah serba premium hok cuh pdhal dlu nyari orang gampang mna verifikasi dibatesin 2x doang apaan coba, saran ae sih kek apk laen mnding Adain iklan aja dripada premium soalnya nih aplikasi ga setiap hari kepake juga",PlayStore,apa apaaan udh lama ga make getcontact pas make lagi malah serba premium hok cuh pdhal dlu nyari orang gampang mna verifikasi dibatesin x doang apaan coba saran ae sih kek apk laen mnding adain iklan aja dripada premium soalnya nih aplikasi ga setiap hari kepake juga,1
Aplikasi yang tidak bisa terpakai. Setiap buka aplikasi mode nya ngehang terus dan terclose sendiri. Boro boro mau ngecek nomor orang layar nya aja ngk bisa diklik langsung close sendiri,PlayStore,aplikasi yang tidak bisa terpakai setiap buka aplikasi mode nya ngehang terus dan terclose sendiri boro boro mau ngecek nomor orang layar nya aja ngk bisa diklik langsung close sendiri,1
kikir abis,PlayStore,kikir abis,1
aku sudah klik Langganan. saldo udah dpotong. TPI ttap aja Blum bisa dgunakan untuk pket premiumnya,PlayStore,aku sudah klik langganan saldo udah dpotong tpi ttap aja blum bisa dgunakan untuk pket premiumnya,1
iuh,PlayStore,iuh,1
"Bug yang sangat memgecewakan sekali, saya sudah memasukan nomor telepom dengan benar, tetapi saat memverifikasi kenapa nomor telepon berubah (hilang satu angka). Saya sudah mencoba beberapa kali hingga restar Handphone, masalah itu tidak terselesaikan. Tolong di perbaiki bug saat memverifikasi nomor telepon.",PlayStore,bug yang sangat memgecewakan sekali saya sudah memasukan nomor telepom dengan benar tetapi saat memverifikasi kenapa nomor telepon berubah hilang satu angka saya sudah mencoba beberapa kali hingga restar handphone masalah itu tidak terselesaikan tolong di perbaiki bug saat memverifikasi nomor telepon,1
"mohon jangan memberikan harga yang mahal, setidaknya Rp.1000 kalo bisa.tapi kalo tidak bisa ya tidak apa apa,akan banyak orang yang memberikan Bintang 1-3, dan jika kalian yang baca ini katakan ulasan ini membantu supaya anggota getcotact mau menerima masukan dari saya. sekian terimakasih",PlayStore,mohon jangan memberikan harga yang mahal setidaknya rp kalo bisatapi kalo tidak bisa ya tidak apa apaakan banyak orang yang memberikan bintang  dan jika kalian yang baca ini katakan ulasan ini membantu supaya anggota getcotact mau menerima masukan dari saya sekian terimakasih,2
"malah harus premium, udh ramai yg download langsung mau cari untung",PlayStore,malah harus premium udh ramai yg download langsung mau cari untung,1
percuma premium bayar kalau mau liat siapa yg melihat kontak saya cuma anonim,PlayStore,percuma premium bayar kalau mau liat siapa yg melihat kontak saya cuma anonim,1
padahal sudah berhenti berlangganan tapi kenapa solda saya tetap terpotong,PlayStore,padahal sudah berhenti berlangganan tapi kenapa solda saya tetap terpotong,1
blablabla,PlayStore,blablabla,1
reward good bintang 5,PlayStore,reward good bintang,1
masa bayar sih mau cek doang,PlayStore,masa bayar sih mau cek doang,1
dengan adanya aplikasi ini sangat membantu,PlayStore,dengan adanya aplikasi ini sangat membantu,2
"aplikasi kikir liat tag orang 1x aja g bisa, dulu mnding bisa walau nonton iklan",PlayStore,aplikasi kikir liat tag orang x aja g bisa dulu mnding bisa walau nonton iklan,1
Buruk hrus bayar aja,PlayStore,buruk hrus bayar aja,0
ga suka bangett padahal udah berhenti berlanggan masih tetep suruh bayar!! apk bikin duitt kesedot terussss,PlayStore,ga suka bangett padahal udah berhenti berlanggan masih tetep suruh bayar apk bikin duitt kesedot terussss,2
"dulu aplikasi ini oke, tapi sekarang gak berguna, ribet, dikit² harus premium mau ini itu serba mentok",PlayStore,dulu aplikasi ini oke tapi sekarang gak berguna ribet dikit harus premium mau ini itu serba mentok,2
"getcontact emang bagus,tapi cara masuk nya lumayan susah",PlayStore,getcontact emang bagustapi cara masuk nya lumayan susah,1
"padhl dh lama membatal kan berlangganan tapi masi aja setiap bulan nya saldo saya ketarik"" trs kecewa banget giliran di minta kembalikan dana baru kirim pesan tanda pesanan padhl saya ga ada pesan"" atau berlangganan",PlayStore,padhl dh lama membatal kan berlangganan tapi masi aja setiap bulan nya saldo saya ketarik trs kecewa banget giliran di minta kembalikan dana baru kirim pesan tanda pesanan padhl saya ga ada pesan atau berlangganan,0
"hrus bayar, males",PlayStore,hrus bayar males,1
kikir sekarang apa apa Prem hadeh,PlayStore,kikir sekarang apa apa prem hadeh,1
cara liat orang ngenama in kita gimana?,PlayStore,cara liat orang ngenama in kita gimana,1
apa2 premium.. liat tag doank premium.. enakan dlu msh bs liat tag sndri yg updte dan liat tg org utk jaga2... ini sikit2 hrus berlangganan.. mnding uninstall aja,PlayStore,apa premium liat tag doank premium enakan dlu msh bs liat tag sndri yg updte dan liat tg org utk jaga ini sikit hrus berlangganan mnding uninstall aja,1
di coba bos ku,PlayStore,di coba bos ku,1
saya sangat suka dengan aplikasi ini,PlayStore,saya sangat suka dengan aplikasi ini,2
"gak bisa login , verifikasi terlalu sering padahal baru download",PlayStore,gak bisa login  verifikasi terlalu sering padahal baru download,1
"hii kenapa getcontac tidak bisa di Oprasi kan lagi Ya, setelah saya hapus kerena dowlond Aplikasi lain ,",PlayStore,hii kenapa getcontac tidak bisa di oprasi kan lagi ya setelah saya hapus kerena dowlond aplikasi lain,1
tag kontak sedikit kali,PlayStore,tag kontak sedikit kali,1
thanks you,PlayStore,thanks you,1
padahal baru download apk nya masa uda harus bayar padahal baru mau liat tag an nama,PlayStore,padahal baru download apk nya masa uda harus bayar padahal baru mau liat tag an nama,1
"KEBELET UMROH KENTOTTT, EMAK LU SURUH LANGGANAN BUAT LIAT SAVE SAVE AN NO ORANG",PlayStore,kebelet umroh kentottt emak lu suruh langganan buat liat save save an no orang,1
tenyom maksa banget mau naik haji,PlayStore,tenyom maksa banget mau naik haji,1
aplikasi gajelas apa apa kudu bayar Mulu peaa,PlayStore,aplikasi gajelas apa apa kudu bayar mulu peaa,1
"bagus sih aplikasinya, tapi terlalu pelit untuk memberikan kemudahan serta kelancaran",PlayStore,bagus sih aplikasinya tapi terlalu pelit untuk memberikan kemudahan serta kelancaran,2
mantap x,PlayStore,mantap x,2
bagus👍,PlayStore,bagus,2
sangat bermanfaat untuk melindungi kita dari penipuan/orang asing,PlayStore,sangat bermanfaat untuk melindungi kita dari penipuanorang asing,2
"Ga guna, harus bayar, orang miskin jangan download apk ini, ga guna saya sudah install terus saya copot!",PlayStore,ga guna harus bayar orang miskin jangan download apk ini ga guna saya sudah install terus saya copot,1
"padahal udah di batalin premium,tapi kenapa masih ada tagihan?",PlayStore,padahal udah di batalin premiumtapi kenapa masih ada tagihan,1
"mau login gak bisa, mau daftar baru jg gak bisa... hapus aja lah apk ini...",PlayStore,mau login gak bisa mau daftar baru jg gak bisa hapus aja lah apk ini,1
"Gak usah di instal, mau cek wajib premi, gk pakai premi gk bs di pakai",PlayStore,gak usah di instal mau cek wajib premi gk pakai premi gk bs di pakai,1
sekarang harus premium gk kaya dulu gratis,PlayStore,sekarang harus premium gk kaya dulu gratis,1
"Jelek, serba premium.",PlayStore,jelek serba premium,0
ga asikk soalnya berbayar,PlayStore,ga asikk soalnya berbayar,1
apa apan tiba tiba ke ambil saldo di dana padahal gak langanan apaapa,PlayStore,apa apan tiba tiba ke ambil saldo di dana padahal gak langanan apaapa,1
utk mendeteksi no telp atau wa harus prabaya,PlayStore,utk mendeteksi no telp atau wa harus prabaya,1
soalnya mau lihat tag aja premium,PlayStore,soalnya mau lihat tag aja premium,1
saya tidak bisa mendaftar,PlayStore,saya tidak bisa mendaftar,1
semua fitur berbayat,PlayStore,semua fitur berbayat,1
memang tebaek ni budak,PlayStore,memang tebaek ni budak,1
harus masuk ke premium terus geratis tapi bayar 😴😴,PlayStore,harus masuk ke premium terus geratis tapi bayar,1
baru aja instal ehh kok katanya terlalu banyak minta verivikasi,PlayStore,baru aja instal ehh kok katanya terlalu banyak minta verivikasi,1
lengkap,PlayStore,lengkap,1
"aplikasi kapitalis, dulu check tag nomor gratis sekarang dipaksa bayar. Padahal dia ambil data kita buat disimpen di data base dia, tapi giliran mau liat harus bayar, yang ada lu yang harus bayar karena abil data kita. Laporin aja harusnya ke playstore sebagai aplikasi yang mengambil data privasi pelanggan.",PlayStore,aplikasi kapitalis dulu check tag nomor gratis sekarang dipaksa bayar padahal dia ambil data kita buat disimpen di data base dia tapi giliran mau liat harus bayar yang ada lu yang harus bayar karena abil data kita laporin aja harusnya ke playstore sebagai aplikasi yang mengambil data privasi pelanggan,1
udah premium masih susah liat tag org jd gunanya premium apa?,PlayStore,udah premium masih susah liat tag org jd gunanya premium apa,1
baik aman sekali,PlayStore,baik aman sekali,2
"monetisasi njir, dikit-dikit bayar. padahal dulu bisa liat tag.",PlayStore,monetisasi njir dikitdikit bayar padahal dulu bisa liat tag,1
makan tuh bintang 1 dasar kikir,PlayStore,makan tuh bintang  dasar kikir,1
semakin kesini semakin buruk,PlayStore,semakin kesini semakin buruk,0
Memang harus ditingkatkan menjadi premium?,PlayStore,memang harus ditingkatkan menjadi premium,1
"sayang banget getcontac ga kaya dulu lagi, baru² ini ada yang spam telfon no ga di kenal mau lihat siapa tapi harus berbayar, kalo ada fitur buat lihat iklan mau berapapun juga ku lakuin😔",PlayStore,sayang banget getcontac ga kaya dulu lagi baru ini ada yang spam telfon no ga di kenal mau lihat siapa tapi harus berbayar kalo ada fitur buat lihat iklan mau berapapun juga ku lakuin,1
"hapus biaya langganan, ganti dengan nonton iklan, itu lebih baik",PlayStore,hapus biaya langganan ganti dengan nonton iklan itu lebih baik,1
"saran dari ku, lebih baik menambahkan iklan di aplikasinya sebagai pemasukan daripada membuat member VIP untuk mengakses tag, karna sesuai pengalaman saya membuat website dengan menyediakan fitur gratis ditambahkan iklan lebih menguntungkan daripada membuat member untuk mengakses fitur dasar",PlayStore,saran dari ku lebih baik menambahkan iklan di aplikasinya sebagai pemasukan daripada membuat member vip untuk mengakses tag karna sesuai pengalaman saya membuat website dengan menyediakan fitur gratis ditambahkan iklan lebih menguntungkan daripada membuat member untuk mengakses fitur dasar,1
asli ga guna banget bayar 19ribu cuma buat akses fitur nya mending di pindah deh kasih iklan aja jangan pake bayar premium buat hal ginian aslii dah,PlayStore,asli ga guna banget bayar ribu cuma buat akses fitur nya mending di pindah deh kasih iklan aja jangan pake bayar premium buat hal ginian aslii dah,1
"Kurang bagus. Saat mendaftarkan akun baru dengan nomor, tidak sesuai atau sama dengan yang saya cantumkan nomor nya, dan saat sedang verifikasi itu gagal juga",PlayStore,kurang bagus saat mendaftarkan akun baru dengan nomor tidak sesuai atau sama dengan yang saya cantumkan nomor nya dan saat sedang verifikasi itu gagal juga,2
sulit verifikasi,PlayStore,sulit verifikasi,1
"pls balikin get contact yg dlu. skrng apa-apa premium, mau saingin capcutkah? yg semuanya dijadian premium dluu. jujur yah org jdi males make tau ud gw download lgsg apus lgi. kasih kek nonton iklan biarpun lama, kan masih bisa dpt uang jg dr sana.",PlayStore,pls balikin get contact yg dlu skrng apaapa premium mau saingin capcutkah yg semuanya dijadian premium dluu jujur yah org jdi males make tau ud gw download lgsg apus lgi kasih kek nonton iklan biarpun lama kan masih bisa dpt uang jg dr sana,1
login susah anjk..!!,PlayStore,login susah anjk,1
"ribet ga kaya dulu,skrg ampe kudu bayar mulu",PlayStore,ribet ga kaya duluskrg ampe kudu bayar mulu,1
ga akurat,PlayStore,ga akurat,1
apk g jelas,PlayStore,apk g jelas,1
dulu ga premium udah bisa ngeliat sekarang harus premium,PlayStore,dulu ga premium udah bisa ngeliat sekarang harus premium,1
kenapa sekarang di wajibkan premium prasaan awal² dl bisa ga premium jadi males dgn aplikasi ini tolong di evaluasi lagi tentang premium itu,PlayStore,kenapa sekarang di wajibkan premium prasaan awal dl bisa ga premium jadi males dgn aplikasi ini tolong di evaluasi lagi tentang premium itu,1
tibatiba premium,PlayStore,tibatiba premium,1
why harus feriv no hp?? bukannya dulu cuma perlu log in,PlayStore,why harus feriv no hp bukannya dulu cuma perlu log in,1
rjwe,PlayStore,rjwe,1
"kalau memang ujungnya hrus berbayar dan ini trmasuk privasi,mngapa di ciptakan aplikasi pngecekan nomor yang tdk kita kenali,awalnya saya mnyukai aplikasi getcontact ini krna kita tau tmn tmn kontk kita mmbri nama kita apa dan sprti apa, cma smkin ksini makin aduh sorry ya gua ksih bintang 1,diperbaiko lah sistemnya",PlayStore,kalau memang ujungnya hrus berbayar dan ini trmasuk privasimngapa di ciptakan aplikasi pngecekan nomor yang tdk kita kenaliawalnya saya mnyukai aplikasi getcontact ini krna kita tau tmn tmn kontk kita mmbri nama kita apa dan sprti apa cma smkin ksini makin aduh sorry ya gua ksih bintang diperbaiko lah sistemnya,1
jadi berbayar ya sekarang ngga kaya dulu,PlayStore,jadi berbayar ya sekarang ngga kaya dulu,1
"tidak bisa verifikasi nomor. nomor yang saya ketik sudah benar, tapi ketika masuk ke layar verifikasi, kurang 2 nomor. sudah di coba berkali-kali tetap begitu.",PlayStore,tidak bisa verifikasi nomor nomor yang saya ketik sudah benar tapi ketika masuk ke layar verifikasi kurang  nomor sudah di coba berkalikali tetap begitu,1
aplikasi nya keren,PlayStore,aplikasi nya keren,2
ga seru ah harus premium dulu buat liat tag-an orang,PlayStore,ga seru ah harus premium dulu buat liat tagan orang,1
mantap sekarang full premium ciri ciri jadi aplikasi mati inimah,PlayStore,mantap sekarang full premium ciri ciri jadi aplikasi mati inimah,2
"mau liat tag doang aja sekarang harus premium, makin keliatan kayak capcut aja ni apk, aura ngerampoknya makin kuat",PlayStore,mau liat tag doang aja sekarang harus premium makin keliatan kayak capcut aja ni apk aura ngerampoknya makin kuat,1
di persulit verifikasi nya,PlayStore,di persulit verifikasi nya,1
bosok,PlayStore,bosok,1
"banyak ngeb bagnya awak ngetik nomor apa jadinya apa baru download mau login aja susah, aneh",PlayStore,banyak ngeb bagnya awak ngetik nomor apa jadinya apa baru download mau login aja susah aneh,1
kenapa kalau mau verifikasi selalu gagal,PlayStore,kenapa kalau mau verifikasi selalu gagal,1
bayar ganti tonton iklan,PlayStore,bayar ganti tonton iklan,1
aplikasi berbayar semua yang ada didalem gjls,PlayStore,aplikasi berbayar semua yang ada didalem gjls,1
ga guna ya berarti download harus pake premium dulu. awal awal ga gini masih bisa loat sebagian tag pdhl buat bantu klo ada nomor penipuan walau cuma liat tag nya dikit.,PlayStore,ga guna ya berarti download harus pake premium dulu awal awal ga gini masih bisa loat sebagian tag pdhl buat bantu klo ada nomor penipuan walau cuma liat tag nya dikit,1
"saya sudah membayar, tetapi mengapa akun saya blm aktif? apa harus saya uninstal dulu dan masuk lagi baru bs aktif?",PlayStore,saya sudah membayar tetapi mengapa akun saya blm aktif apa harus saya uninstal dulu dan masuk lagi baru bs aktif,1
kurang bagus pembayar truss,PlayStore,kurang bagus pembayar truss,2
"bagus ,membantu juga",PlayStore,bagus membantu juga,2
verifikasi aja ribetnya nauzubillah,PlayStore,verifikasi aja ribetnya nauzubillah,1
kebelet naik haji kwkwkw ngeliat tag aj harus bayar nonton iklan kek dpt setengah tag jg gpp,PlayStore,kebelet naik haji kwkwkw ngeliat tag aj harus bayar nonton iklan kek dpt setengah tag jg gpp,1
"uinstall aja udah gaguna gabisa liat tag lagi free nya sampah aplikasi kikir siap"" aja pada kabur pengguna ny bye bye",PlayStore,uinstall aja udah gaguna gabisa liat tag lagi free nya sampah aplikasi kikir siap aja pada kabur pengguna ny bye bye,1
"aplikasi yg sangat berguna,saya kasi bintang 5 tepuk tangan 🙌",PlayStore,aplikasi yg sangat bergunasaya kasi bintang  tepuk tangan,1
tiba' narik dana dari gopay pdhl pas buka apk ga ke prem gila aja nih udah banyak kali ketarik uang buat prem pdhl gaperna ke upgrade jadi prem (tolong dong untuk perbaikan nya),PlayStore,tiba narik dana dari gopay pdhl pas buka apk ga ke prem gila aja nih udah banyak kali ketarik uang buat prem pdhl gaperna ke upgrade jadi prem tolong dong untuk perbaikan nya,1
"apa apa mbayar, jadi ga ada gunanya nge download",PlayStore,apa apa mbayar jadi ga ada gunanya nge download,1
nice info,PlayStore,nice info,1
apa2 berbayar semua,PlayStore,apa berbayar semua,1
"sekarang smkin kesni hrs d sruh beli dlu ya hrs langganan dlu bru bisa liat tag nya, buruk, yg g bisa langganan g bisa liat apa2 kcwa, beda sm yg sblmnya yg bisa liat kapan aja smkin kesni kecewa berat🙏",PlayStore,sekarang smkin kesni hrs d sruh beli dlu ya hrs langganan dlu bru bisa liat tag nya buruk yg g bisa langganan g bisa liat apa kcwa beda sm yg sblmnya yg bisa liat kapan aja smkin kesni kecewa berat,0
"sangat buruk,,tak bisa kita melihat tag org,,,masa harus pakai premium baru boleh",PlayStore,sangat buruktak bisa kita melihat tag orgmasa harus pakai premium baru boleh,1
Cari solusi untuk bagaimana cara agar fitur melihat tags tanpa premium. Saya juga tau pasti teknologi semacam itu juga berbayar cuma kan harusnya devoloper memberikan solusi yang terbaik. Itu saja terimaksih.,PlayStore,cari solusi untuk bagaimana cara agar fitur melihat tags tanpa premium saya juga tau pasti teknologi semacam itu juga berbayar cuma kan harusnya devoloper memberikan solusi yang terbaik itu saja terimaksih,1
knp harus bayar 19k huat lihat seorang doang!! gk seperti dulu aplikasi ini,PlayStore,knp harus bayar k huat lihat seorang doang gk seperti dulu aplikasi ini,1
Top dan Mantap👍,PlayStore,top dan mantap,2
proses ribet,PlayStore,proses ribet,1
"woy kembalikan dana saya pencuri, saya tak pernah berlangganan apapun di apk anda kenapa tiba"" dana saya terpotong tanpa konfirmasi lagi.. pencuri dana digital ini namanya, IT anda kemana masa tidak bisa tangani masalah ini jika memang akun email saya di hack harusnya setiap pembelian sertakan konfirmasi jangan asal potong dana saya . biadab",PlayStore,woy kembalikan dana saya pencuri saya tak pernah berlangganan apapun di apk anda kenapa tiba dana saya terpotong tanpa konfirmasi lagi pencuri dana digital ini namanya it anda kemana masa tidak bisa tangani masalah ini jika memang akun email saya di hack harusnya setiap pembelian sertakan konfirmasi jangan asal potong dana saya  biadab,1
gini kok harus bayar!,PlayStore,gini kok harus bayar,1
"aplikasi yg sangat membantu tp ujuk2nya suruh premium knp bs begini,mn getcontac yg dulu,skr kebanyakan fafifufefo,udh terkenal malah menjadi, maaf kecewa bgtttt...",PlayStore,aplikasi yg sangat membantu tp ujuknya suruh premium knp bs beginimn getcontac yg duluskr kebanyakan fafifufefoudh terkenal malah menjadi maaf kecewa bgtttt,1
apk tai,PlayStore,apk tai,1
skrg apknya gaberguna yaa lebih susah dikit dikit disuruh bayar cuih najis mending hapus,PlayStore,skrg apknya gaberguna yaa lebih susah dikit dikit disuruh bayar cuih najis mending hapus,1
toloang jangan di batasi,PlayStore,toloang jangan di batasi,1
sangat bagus sekali 😀😀,PlayStore,sangat bagus sekali,2
aplikasi busuk,PlayStore,aplikasi busuk,1
"habis logout ga bisa login lagi, verifikasi gagal trus",PlayStore,habis logout ga bisa login lagi verifikasi gagal trus,1
kek eek,PlayStore,kek eek,1
harus premium ya,PlayStore,harus premium ya,1
"percuma, gabisa liat tag org jg. pasti premium buat apa cb",PlayStore,percuma gabisa liat tag org jg pasti premium buat apa cb,1
akses premium terbatas,PlayStore,akses premium terbatas,1
"jelek, bayar semua anjeng duluk gratis skrng bayar, manis di awal",PlayStore,jelek bayar semua anjeng duluk gratis skrng bayar manis di awal,0
"LUCUU BGTT,JADI BISA LIAT MANTAN YG GAMON,NGE SV AKU APA",PlayStore,lucuu bgttjadi bisa liat mantan yg gamonnge sv aku apa,1
Terima kasih Getcontact 🎭,PlayStore,terima kasih getcontact,1
bagusss tapi harus bayar,PlayStore,bagusss tapi harus bayar,1
bagus sip banget pokoknya,PlayStore,bagus sip banget pokoknya,2
"Saya download, terus saya cek tag saya tapi kok malah jadi tag org lain yaa??, berkali² masuk pake email yg beda sama nomer yg beda ujung²nya ke setel yg awal, mana tagnya salah lagi hadehhh",PlayStore,saya download terus saya cek tag saya tapi kok malah jadi tag org lain yaa berkali masuk pake email yg beda sama nomer yg beda ujungnya ke setel yg awal mana tagnya salah lagi hadehhh,1
skrng bayar yaa🥲🥲,PlayStore,skrng bayar yaa,1
"saya sudah maketkan ke premium untuk bulan ini , karena ganti hp harus install ulang, tapi kenapa pas verifikasi tidak bisa, Via panggilan tp gak ada panggilan sampe berkali-kali saya ulangi, malah dibilang melewati batas verifikasi, rugi dong saya sudah byar tidak bisa login",PlayStore,saya sudah maketkan ke premium untuk bulan ini  karena ganti hp harus install ulang tapi kenapa pas verifikasi tidak bisa via panggilan tp gak ada panggilan sampe berkalikali saya ulangi malah dibilang melewati batas verifikasi rugi dong saya sudah byar tidak bisa login,0
bagus buat filter no ga jelas,PlayStore,bagus buat filter no ga jelas,2
Susah masuknya,PlayStore,susah masuknya,1
tolong perbaiki batas limit saya,PlayStore,tolong perbaiki batas limit saya,1
"data kontak diambil, eh masih suruh bayar",PlayStore,data kontak diambil eh masih suruh bayar,1
Mantaappp..,PlayStore,mantaappp,1
buat kaum mendang mending percuma pake apk get contact masa iya cek nomer aja skrg pake duit😆,PlayStore,buat kaum mendang mending percuma pake apk get contact masa iya cek nomer aja skrg pake duit,1
cukup ba gus,PlayStore,cukup ba gus,1
baguss ini,PlayStore,baguss ini,1
hrus bayar.dan mahal,PlayStore,hrus bayardan mahal,1
harus pake premium kah ?,PlayStore,harus pake premium kah,1
ini gimana ya aplikasi nya mau masuk selalu gagal terus,PlayStore,ini gimana ya aplikasi nya mau masuk selalu gagal terus,1
"sebenarnya aplikasi bagus, cuma untuk login pakai HP lain tidak bisa. pas ngetik nomor sudah benar, tapi ketika nomor terkirim pas verifikasi ada aja nomor yang hilang, disuntingpun tetap kurang nomornya.. al hasil tidak bisa login sama sekali.",PlayStore,sebenarnya aplikasi bagus cuma untuk login pakai hp lain tidak bisa pas ngetik nomor sudah benar tapi ketika nomor terkirim pas verifikasi ada aja nomor yang hilang disuntingpun tetap kurang nomornya al hasil tidak bisa login sama sekali,2
aku udah langganan pun tetep ga bisa dibuka tag nya 👎,PlayStore,aku udah langganan pun tetep ga bisa dibuka tag nya,1
aku belum pernah ngistal aplikasi ini tapi aku mau coba,PlayStore,aku belum pernah ngistal aplikasi ini tapi aku mau coba,1
malesin skrg harus premium dulu timbang liat tagar orang,PlayStore,malesin skrg harus premium dulu timbang liat tagar orang,1
Ga bisa dibuka apk nya,PlayStore,ga bisa dibuka apk nya,1
makin lama makin kikir,PlayStore,makin lama makin kikir,1
nice app,PlayStore,nice app,1
"login pake gmail, verifikasi no hp harus lewat wa, kalo lewat telepon no hp nya berubah, login doang ribet!!!",PlayStore,login pake gmail verifikasi no hp harus lewat wa kalo lewat telepon no hp nya berubah login doang ribet,1
"mohon ya sama tim ahli GETCONTACT !! MASA MAU LIAT SEMUA TAG HARUS BAYAR,SAYA CUMA BISA LIAT 2 TAG AJA LOH!! CUMAA 2!!! MINIMAL SETENGAH LAH MOHON YAAA PERBAIKANNYA!!! SEKIAN TERIMA KASIH",PlayStore,mohon ya sama tim ahli getcontact  masa mau liat semua tag harus bayarsaya cuma bisa liat  tag aja loh cumaa  minimal setengah lah mohon yaaa perbaikannya sekian terima kasih,1
aplikasi konto,PlayStore,aplikasi konto,1
sanggatt baikk,PlayStore,sanggatt baikk,1
aplikasi kikir belegug ini mah kembarannya cangcut ngentod,PlayStore,aplikasi kikir belegug ini mah kembarannya cangcut ngentod,1
getcontak miskin ya harus premium,PlayStore,getcontak miskin ya harus premium,1
kebanyakan berbayar dulu aja gratis cuma-cuma,PlayStore,kebanyakan berbayar dulu aja gratis cumacuma,1
"Dulu getcontact aplikasi bagus sekarang malah jadi apk sampah, gak bisa login, karena batas nomor yang dimasukkan jadi 10 angka aja",PlayStore,dulu getcontact aplikasi bagus sekarang malah jadi apk sampah gak bisa login karena batas nomor yang dimasukkan jadi  angka aja,2
"semenjak liat tag wajib bayar jadi pengen uninstall aja, gk kayak dulu gratis walaupun ada batasan",PlayStore,semenjak liat tag wajib bayar jadi pengen uninstall aja gk kayak dulu gratis walaupun ada batasan,1
harus bayar.,PlayStore,harus bayar,1
"bagus banget, mana bisa liat kontak kita di save 🗿",PlayStore,bagus banget mana bisa liat kontak kita di save,2
"Berbayar tp makin ribet penggunaan, istri sy login nomer nya sndiri saat mau verifikasi udh di notif ""terlalu bnyk verifikasi"" pdhl baru mau klik verifikasi 1x, lawak njriittt, minimal klo berbayar yaaa aplikasi elu dibenerin cuuukkk spy reliable and easy to use!!!! Kebanyakan ngiklan lu smpe gasadar kualitas aplikasi sndiri makin jelek!!!",PlayStore,berbayar tp makin ribet penggunaan istri sy login nomer nya sndiri saat mau verifikasi udh di notif terlalu bnyk verifikasi pdhl baru mau klik verifikasi x lawak njriittt minimal klo berbayar yaaa aplikasi elu dibenerin cuuukkk spy reliable and easy to use kebanyakan ngiklan lu smpe gasadar kualitas aplikasi sndiri makin jelek,0
"kenapa harus sekarang harus premium, aku ga punya uang buat cek2 gituan. sedih banget 😔",PlayStore,kenapa harus sekarang harus premium aku ga punya uang buat cek gituan sedih banget,1
